inner_choice,P,gap_mm,AWG,N_turns,R_coil_ohm,Bg_T,Phi_Wb,RPM,f_Hz,Voc_peak_V,Voc_rms_V,I_led_mA,FoM
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,150,7.5,0.093,0.065,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,180,9.0,0.111,0.079,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,210,10.5,0.13,0.092,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,240,12.0,0.148,0.105,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,270,13.5,0.167,0.118,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,300,15.0,0.185,0.131,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,330,16.5,0.204,0.144,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,360,18.0,0.222,0.157,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,390,19.5,0.241,0.17,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,420,21.0,0.259,0.183,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,450,22.5,0.278,0.196,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,480,24.0,0.296,0.21,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,510,25.5,0.315,0.223,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,540,27.0,0.333,0.236,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,570,28.5,0.352,0.249,0.0,0.004624
inner_D3x5,6,2.0,26,501,41.51,0.3109,1.5382e-06,600,30.0,0.37,0.262,0.0,0.004624
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,60,3.0,0.057,0.04,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,90,4.5,0.086,0.06,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,120,6.0,0.114,0.081,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,150,7.5,0.143,0.101,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,180,9.0,0.171,0.121,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,210,10.5,0.2,0.141,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,240,12.0,0.228,0.161,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,270,13.5,0.257,0.181,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,300,15.0,0.285,0.202,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,330,16.5,0.314,0.222,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,360,18.0,0.342,0.242,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,390,19.5,0.371,0.262,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,420,21.0,0.399,0.282,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,450,22.5,0.428,0.302,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,480,24.0,0.456,0.322,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,510,25.5,0.485,0.343,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,540,27.0,0.513,0.363,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,570,28.5,0.542,0.383,0.0,0.007115
inner_D3x5,6,3.0,28,838,111.51,0.286,1.4151e-06,600,30.0,0.57,0.403,0.0,0.007115
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,60,3.0,0.034,0.024,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,90,4.5,0.051,0.036,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,120,6.0,0.068,0.048,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,150,7.5,0.085,0.06,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,180,9.0,0.102,0.072,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,210,10.5,0.119,0.084,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,240,12.0,0.136,0.096,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,270,13.5,0.153,0.108,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,300,15.0,0.17,0.12,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,330,16.5,0.187,0.133,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,360,18.0,0.204,0.145,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,390,19.5,0.222,0.157,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,420,21.0,0.239,0.169,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,450,22.5,0.256,0.181,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,480,24.0,0.273,0.193,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,510,25.5,0.29,0.205,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,540,27.0,0.307,0.217,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,570,28.5,0.324,0.229,0.0,0.004254
inner_D3x5,6,3.0,26,501,41.93,0.286,1.4151e-06,600,30.0,0.341,0.241,0.0,0.004254
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,60,4.0,0.121,0.085,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,90,6.0,0.181,0.128,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,120,8.0,0.241,0.171,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,150,10.0,0.302,0.213,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,180,12.0,0.362,0.256,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,210,14.0,0.422,0.299,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,240,16.0,0.483,0.341,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,270,18.0,0.543,0.384,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,300,20.0,0.603,0.427,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,330,22.0,0.664,0.469,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,360,24.0,0.724,0.512,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,390,26.0,0.784,0.554,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,420,28.0,0.844,0.597,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,450,30.0,0.905,0.64,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,480,32.0,0.965,0.682,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,510,34.0,1.025,0.725,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,540,36.0,1.086,0.768,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,570,38.0,1.146,0.81,0.0,0.011294
inner_D3x5,8,1.0,28,838,131.35,0.3405,1.6847e-06,600,40.0,1.206,0.853,0.0,0.011294
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,60,4.0,0.072,0.051,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,90,6.0,0.108,0.076,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,120,8.0,0.144,0.102,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,150,10.0,0.18,0.127,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,180,12.0,0.216,0.153,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,210,14.0,0.252,0.178,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,240,16.0,0.288,0.204,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,270,18.0,0.325,0.229,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,300,20.0,0.361,0.255,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,330,22.0,0.397,0.28,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,360,24.0,0.433,0.306,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,390,26.0,0.469,0.331,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,420,28.0,0.505,0.357,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,450,30.0,0.541,0.382,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,480,32.0,0.577,0.408,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,510,34.0,0.613,0.433,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,540,36.0,0.649,0.459,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,570,38.0,0.685,0.484,0.0,0.006752
inner_D3x5,8,1.0,26,501,49.39,0.3405,1.6847e-06,600,40.0,0.721,0.51,0.0,0.006752
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,60,4.0,0.11,0.078,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,90,6.0,0.165,0.117,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,120,8.0,0.22,0.156,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,150,10.0,0.275,0.195,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,180,12.0,0.33,0.234,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,210,14.0,0.386,0.273,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,240,16.0,0.441,0.312,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,270,18.0,0.496,0.35,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,300,20.0,0.551,0.389,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,330,22.0,0.606,0.428,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,360,24.0,0.661,0.467,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,390,26.0,0.716,0.506,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,420,28.0,0.771,0.545,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,450,30.0,0.826,0.584,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,480,32.0,0.881,0.623,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,510,34.0,0.936,0.662,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,540,36.0,0.991,0.701,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,570,38.0,1.046,0.74,0.0,0.010312
inner_D3x5,8,2.0,28,838,132.46,0.3109,1.5382e-06,600,40.0,1.101,0.779,0.0,0.010312
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,60,4.0,0.066,0.047,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,90,6.0,0.099,0.07,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,120,8.0,0.132,0.093,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,150,10.0,0.165,0.116,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,180,12.0,0.198,0.14,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,210,14.0,0.23,0.163,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,240,16.0,0.263,0.186,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,270,18.0,0.296,0.21,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,300,20.0,0.329,0.233,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,330,22.0,0.362,0.256,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,360,24.0,0.395,0.279,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,390,26.0,0.428,0.303,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,420,28.0,0.461,0.326,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,450,30.0,0.494,0.349,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,480,32.0,0.527,0.373,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,510,34.0,0.56,0.396,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,540,36.0,0.593,0.419,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,570,38.0,0.626,0.442,0.0,0.006165
inner_D3x5,8,2.0,26,501,49.81,0.3109,1.5382e-06,600,40.0,0.659,0.466,0.0,0.006165
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,60,4.0,0.101,0.072,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,90,6.0,0.152,0.107,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,120,8.0,0.203,0.143,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,150,10.0,0.253,0.179,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,180,12.0,0.304,0.215,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,210,14.0,0.355,0.251,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,240,16.0,0.405,0.287,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,270,18.0,0.456,0.322,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,300,20.0,0.507,0.358,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,330,22.0,0.557,0.394,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,360,24.0,0.608,0.43,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,390,26.0,0.659,0.466,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,420,28.0,0.709,0.502,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,450,30.0,0.76,0.537,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,480,32.0,0.811,0.573,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,510,34.0,0.861,0.609,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,540,36.0,0.912,0.645,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,570,38.0,0.963,0.681,0.0,0.009487
inner_D3x5,8,3.0,28,838,133.58,0.286,1.4151e-06,600,40.0,1.013,0.717,0.0,0.009487
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,60,4.0,0.061,0.043,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,90,6.0,0.091,0.064,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,120,8.0,0.121,0.086,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,150,10.0,0.151,0.107,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,180,12.0,0.182,0.129,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,210,14.0,0.212,0.15,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,240,16.0,0.242,0.171,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,270,18.0,0.273,0.193,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,300,20.0,0.303,0.214,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,330,22.0,0.333,0.236,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,360,24.0,0.363,0.257,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,390,26.0,0.394,0.278,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,420,28.0,0.424,0.3,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,450,30.0,0.454,0.321,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,480,32.0,0.485,0.343,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,510,34.0,0.515,0.364,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,540,36.0,0.545,0.386,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,570,38.0,0.576,0.407,0.0,0.005672
inner_D3x5,8,3.0,26,501,50.23,0.286,1.4151e-06,600,40.0,0.606,0.428,0.0,0.005672
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,60,5.0,0.188,0.133,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,90,7.5,0.283,0.2,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,120,10.0,0.377,0.267,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,150,12.5,0.471,0.333,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,180,15.0,0.565,0.4,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,210,17.5,0.66,0.467,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,240,20.0,0.754,0.533,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,270,22.5,0.848,0.6,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,300,25.0,0.942,0.666,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,330,27.5,1.037,0.733,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,360,30.0,1.131,0.8,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,390,32.5,1.225,0.866,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,420,35.0,1.319,0.933,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,450,37.5,1.414,1.0,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,480,40.0,1.508,1.066,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,510,42.5,1.602,1.133,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,540,45.0,1.696,1.2,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,570,47.5,1.791,1.266,0.0,0.014118
inner_D3x5,10,1.0,28,838,153.42,0.3405,1.6847e-06,600,50.0,1.885,1.333,0.0,0.014118
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,60,5.0,0.113,0.08,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,90,7.5,0.169,0.12,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,120,10.0,0.225,0.159,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,150,12.5,0.282,0.199,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,180,15.0,0.338,0.239,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,210,17.5,0.394,0.279,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,240,20.0,0.451,0.319,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,270,22.5,0.507,0.359,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,300,25.0,0.563,0.398,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,330,27.5,0.62,0.438,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,360,30.0,0.676,0.478,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,390,32.5,0.732,0.518,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,420,35.0,0.789,0.558,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,450,37.5,0.845,0.598,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,480,40.0,0.902,0.637,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,510,42.5,0.958,0.677,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,540,45.0,1.014,0.717,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,570,47.5,1.071,0.757,0.0,0.00844
inner_D3x5,10,1.0,26,501,57.68,0.3405,1.6847e-06,600,50.0,1.127,0.797,0.0,0.00844
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,60,5.0,0.172,0.122,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,90,7.5,0.258,0.183,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,120,10.0,0.344,0.243,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,150,12.5,0.43,0.304,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,180,15.0,0.516,0.365,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,210,17.5,0.602,0.426,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,240,20.0,0.688,0.487,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,270,22.5,0.774,0.548,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,300,25.0,0.861,0.608,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,330,27.5,0.947,0.669,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,360,30.0,1.033,0.73,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,390,32.5,1.119,0.791,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,420,35.0,1.205,0.852,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,450,37.5,1.291,0.913,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,480,40.0,1.377,0.974,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,510,42.5,1.463,1.034,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,540,45.0,1.549,1.095,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,570,47.5,1.635,1.156,0.0,0.01289
inner_D3x5,10,2.0,28,838,154.54,0.3109,1.5382e-06,600,50.0,1.721,1.217,0.0,0.01289
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,60,5.0,0.103,0.073,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,90,7.5,0.154,0.109,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,120,10.0,0.206,0.146,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,150,12.5,0.257,0.182,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,180,15.0,0.309,0.218,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,210,17.5,0.36,0.255,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,240,20.0,0.412,0.291,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,270,22.5,0.463,0.327,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,300,25.0,0.514,0.364,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,330,27.5,0.566,0.4,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,360,30.0,0.617,0.437,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,390,32.5,0.669,0.473,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,420,35.0,0.72,0.509,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,450,37.5,0.772,0.546,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,480,40.0,0.823,0.582,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,510,42.5,0.875,0.618,0.0,0.007706
